 campaign_id,campaign_company,campaign_name,campaign_type,marketing_channel,ad_format,date,impressions,clicks,conversions,  ad_spend  ,device_type,country,audience_segment, cost_per_click , cost_per_mille ,ctr,conversion_rate,cpc_effectiveness_score,roi_score,click_to_conversion_ratio,quality_score,engagement_to_spend_ratio,cost_efficiency_index,week_number,month
884,Walmart,New Product Launch,Sales,Instagram,Text,27-03-2024,12298,5600,1166,449.25,Mobile,Canada,Returning Users,0.08,36.53,0.455358595,0.208214286,11.08362197,20.82142857,4.798628963,4.52,12.46521981,0.38496144,13,3
885,Target,Winter Deals,Awareness,Google,Video,17-02-2024,53105,4179,1892,551.69,Mobile,UK,New Users,0.13,10.39,0.078693155,0.45273989,7.041517827,45.27398899,2.207606973,1.92,7.574906197,0.291436873,7,2
886,eBay,Winter Deals,Traffic,LinkedIn,Story,22-04-2024,29132,6994,740,85.06,Tablet,Australia,Returning Users,0.01,2.92,0.240079638,0.105804976,45.12258065,10.58049757,9.438596491,4.75,82.22431225,0.114790823,17,4
887,AliExpress,Black Friday Campaign,Engagement,Google,Image,03-09-2024,18238,8287,1638,899.22,Desktop,USA,High Intent,0.11,49.3,0.454380963,0.197658984,8.438126852,19.7658984,5.056131788,3.95,9.215764774,0.548639414,36,9
888,Alibaba,Festival Discount Drive,Remarketing,Instagram,Story,26-01-2024,16687,6707,330,777.63,Desktop,India,Lookalike Audience,0.12,46.6,0.401929646,0.049202326,7.940097076,4.920232593,20.26283988,2.97,8.62492445,2.349335347,4,1
889,Etsy,Back to School Promo,Engagement,YouTube,Image,30-04-2024,26175,3756,709,841.9,Mobile,USA,Returning Users,0.22,32.16,0.143495702,0.188764643,4.270802538,18.87646432,5.290140845,3.82,4.461337451,1.185774648,18,4
890,Shopee,Black Friday Campaign,Leads,YouTube,Text,10-01-2024,25910,1915,1504,649.14,Desktop,USA,High Intent,0.34,25.05,0.073909687,0.78537859,2.865522453,78.53785901,1.272425249,5.08,2.950056998,0.431322259,2,1
891,Rakuten,Winter Deals,Leads,Instagram,Carousel,14-11-2024,59622,895,1408,681.77,Desktop,Germany,Cold Audience,0.76,11.43,0.015011237,1.573184358,1.295749363,157.3184358,0.635202271,6.92,1.312759435,0.483867991,46,11
892,Flipkart,New Product Launch,Traffic,Pinterest,Carousel,08-05-2024,34346,1628,1351,113.15,Tablet,Canada,Cold Audience,0.07,3.29,0.047399988,0.82985258,12.57822761,82.98525799,1.204142012,6.73,14.38798056,0.083690828,19,5
893,Myntra,New Product Launch,Traffic,Instagram,Carousel,12-12-2024,25478,6902,304,514.92,Mobile,Canada,High Intent,0.07,20.21,0.270900385,0.044045204,11.8197075,4.404520429,22.6295082,8.17,13.40402393,1.688262295,50,12
894,Ajio,Black Friday Campaign,Traffic,Pinterest,Carousel,09-06-2024,76778,2956,841,770.55,Desktop,UK,Cold Audience,0.26,10.04,0.038500612,0.284506089,3.694492007,28.45060893,3.510688836,3.29,3.836220881,0.915142518,23,6
895,Meesho,Summer Clearance,Remarketing,Google,Carousel,29-10-2024,27167,885,1188,258.68,Tablet,Germany,New Users,0.29,9.52,0.032576287,1.342372881,3.30804022,134.2372881,0.74432296,2.84,3.421215401,0.217560976,44,10
896,Nykaa,End of Season Sale,App Installs,Instagram,Image,09-01-2024,93378,7301,1490,72.69,Desktop,UK,Returning Users,0.01,0.78,0.078187582,0.204081633,50.10981469,20.40816327,4.896713615,8.86,100.4402256,0.048752515,2,1
897,Tata Cliq,Summer Clearance,App Installs,Facebook,Carousel,16-06-2024,59345,973,1408,51.99,Mobile,Germany,Returning Users,0.05,0.88,0.016395653,1.447070915,15.76474401,144.7070915,0.690560681,6.03,18.71513753,0.03689851,24,6
898,H&M,Diwali Mega Offers,Engagement,Google,Video,02-07-2024,83937,6675,1770,804.82,Desktop,Canada,Lookalike Audience,0.12,9.59,0.079523929,0.265168539,7.658593114,26.51685393,3.76905703,1.31,8.293779976,0.454443817,27,7
899,Zara,Summer Clearance,Awareness,Facebook,Story,10-11-2024,3702,2491,1310,559.85,Mobile,UK,Cold Audience,0.22,151.23,0.672879525,0.525893216,4.259867296,52.58932156,1.900076278,8.81,4.449406091,0.427040427,45,11
900,Marks & Spencer,Spring Collection Launch,Sales,Instagram,Text,20-03-2024,80020,8030,984,462.98,Mobile,India,High Intent,0.06,5.79,0.100349913,0.122540473,14.78059196,12.25404732,8.152284264,1.34,17.34416173,0.470030457,12,3
901,Uniqlo,End of Season Sale,App Installs,Google,Carousel,11-12-2024,39752,7631,1819,576.86,Mobile,USA,Lookalike Audience,0.08,14.51,0.191965184,0.238369807,11.6830228,23.83698074,4.192857143,4.12,13.22851298,0.316956044,50,12
902,Gap,Summer Clearance,Sales,Instagram,Text,02-10-2024,20570,8390,964,582.9,Mobile,Australia,New Users,0.07,28.34,0.407875547,0.114898689,12.5824835,11.48986889,8.694300518,2.43,14.39354949,0.604041451,40,10
903,Adidas,Diwali Mega Offers,Sales,Instagram,Carousel,03-11-2024,99886,2522,178,707.07,Mobile,India,New Users,0.28,7.08,0.025248784,0.070578906,3.443990769,7.057890563,14.08938547,1.4,3.566832138,3.950111732,44,11
904,Nike,Back to School Promo,Leads,LinkedIn,Image,29-02-2024,56621,1423,477,559.61,Tablet,Germany,Returning Users,0.39,9.88,0.025132018,0.335207309,2.479785306,33.52073085,2.976987448,1.64,2.542842337,1.170732218,9,2
905,Puma,Cyber Monday Deals,Awareness,Facebook,Image,16-11-2024,27594,2301,36,638.32,Tablet,India,Returning Users,0.28,23.13,0.083387693,0.015645372,3.479352214,1.564537158,62.18918919,1.56,3.604775034,17.25189189,46,11
906,Levis,App Install Drive,Remarketing,Pinterest,Story,02-12-2024,30416,8134,1956,801.89,Desktop,Germany,Cold Audience,0.1,26.36,0.267425039,0.240472092,9.20937921,24.04720925,4.156361778,1.04,10.1435359,0.409754727,49,12
907,Sephora,Summer Clearance,Engagement,YouTube,Text,04-12-2024,92954,5930,1863,267.33,Tablet,Germany,Lookalike Audience,0.05,2.88,0.063794995,0.314165261,18.15509904,31.41652614,3.181330472,9.7,22.18232148,0.143417382,49,12
908,Loreal,Lead Generation Boost,Brand Building,Instagram,Carousel,05-05-2024,21989,7187,1235,837.52,Tablet,Germany,New Users,0.12,38.09,0.326845241,0.171838041,7.90309988,17.18380409,5.814724919,8.58,8.581287611,0.677605178,18,5
909,Maybelline,Brand Awareness Push,Traffic,Instagram,Text,24-10-2024,60473,8105,101,955.06,Desktop,Australia,New Users,0.12,15.79,0.134026756,0.012461444,7.822528496,1.246144355,79.46078431,1.36,8.486377819,9.363333333,43,10
910,MAC Cosmetics,Brand Awareness Push,Traffic,Facebook,Carousel,14-11-2024,74642,3793,410,353.07,Mobile,Canada,Cold Audience,0.09,4.73,0.050815895,0.108093857,9.700767263,10.80938571,9.228710462,5.79,10.74291217,0.859051095,46,11
911,The Body Shop,Lead Generation Boost,Leads,Facebook,Carousel,16-02-2024,89838,7772,157,252.04,Desktop,Germany,Lookalike Audience,0.03,2.81,0.086511276,0.020200721,23.56865599,2.020072054,49.18987342,1.51,30.83637518,1.595189873,7,2
912,Apple,Flash Sale Weekend,Engagement,Google,Text,02-06-2024,66856,1268,34,372.95,Mobile,UK,New Users,0.29,5.58,0.018966136,0.02681388,3.288125924,2.681388013,36.22857143,5.04,3.39991956,10.65571429,22,6
913,Samsung,Festival Discount Drive,Engagement,Facebook,Carousel,26-05-2024,34722,217,1950,408.14,Desktop,India,Cold Audience,1.88,11.75,0.00624964,8.986175115,0.528868417,898.6175115,0.111225013,7.08,0.531680306,0.209195284,21,5
914,Dell,End of Season Sale,Brand Building,LinkedIn,Video,10-09-2024,29724,1362,1412,57.57,Desktop,Australia,Lookalike Audience,0.04,1.94,0.045821558,1.03671072,19.13190055,103.671072,0.963906582,7.79,23.65815529,0.0407431,37,9
915,HP,Lead Generation Boost,Awareness,Google,Image,21-06-2024,14713,180,1119,255.89,Desktop,UK,Cold Audience,1.42,17.39,0.012234079,6.216666667,0.698513718,621.6666667,0.160714286,6.22,0.703427254,0.228473214,25,6
916,Sony,Festival Discount Drive,Engagement,Facebook,Text,01-10-2024,13030,4347,6,832.45,Mobile,Canada,Lookalike Audience,0.19,63.89,0.333614735,0.001380262,4.962781989,0.138026225,621,2.27,5.221935251,118.9214286,40,10
917,Lenovo,Back to School Promo,Awareness,YouTube,Image,23-12-2024,20216,6049,1450,84.47,Tablet,India,Lookalike Audience,0.01,4.18,0.299218441,0.239709043,41.72875276,23.97090428,4.16884907,1.63,71.61122292,0.058215024,52,12
918,Xiaomi,Festival Discount Drive,Engagement,Google,Carousel,27-01-2024,87045,4303,771,500.65,Mobile,USA,Lookalike Audience,0.12,5.75,0.049434201,0.179177318,7.914582107,17.91773182,5.573834197,7.75,8.594826725,0.648510363,4,1
919,Vivo,Flash Sale Weekend,Conversions,Facebook,Text,08-07-2024,21092,8035,1959,149.96,Tablet,UK,High Intent,0.02,7.11,0.380950123,0.243808339,34.88775998,24.38083385,4.099489796,3.3,53.58095492,0.076510204,28,7
920,OnePlus,End of Season Sale,Sales,Pinterest,Image,02-12-2024,36014,9315,157,92.31,Mobile,India,High Intent,0.01,2.56,0.258649414,0.016854536,50.22646393,1.68545357,58.9556962,5.54,100.9099773,0.584240506,49,12
921,Realme,Diwali Mega Offers,Awareness,LinkedIn,Video,17-10-2024,20101,1212,978,55.93,Desktop,India,Lookalike Audience,0.05,2.78,0.060295508,0.806930693,17.8104335,80.69306931,1.237997957,5.15,21.66994457,0.057129724,42,10
922,Swiggy,Lead Generation Boost,Engagement,YouTube,Text,26-02-2024,80836,4999,1371,966.35,Tablet,USA,New Users,0.19,11.95,0.061841259,0.274254851,4.918629592,27.4254851,3.643586006,7.55,5.173073938,0.704336735,9,2
923,Zomato,Lead Generation Boost,Remarketing,Pinterest,Text,28-07-2024,1636,2426,1683,743.53,Tablet,India,High Intent,0.31,454.48,1.482885086,0.693734542,3.159718152,69.37345425,1.440617577,2.21,3.262813874,0.441526128,30,7
924,Uber,Diwali Mega Offers,Engagement,Facebook,Story,11-07-2024,65805,3739,1438,442.82,Mobile,UK,Returning Users,0.12,6.73,0.056819391,0.384594811,7.786176881,38.45948114,2.598332175,5.35,8.4436114,0.307727589,28,7
925,Ola,Lead Generation Boost,Traffic,LinkedIn,Video,17-10-2024,55002,5716,1223,552.05,Mobile,India,Lookalike Audience,0.1,10.04,0.103923494,0.213960812,9.382643095,21.39608118,4.669934641,8.15,10.35413459,0.451021242,42,10
926,Blinkit,Summer Clearance,Remarketing,Google,Story,26-05-2024,51186,3985,477,671.16,Desktop,USA,Lookalike Audience,0.17,13.11,0.077853319,0.119698871,5.604703169,11.96988708,8.336820084,1.41,5.937481376,1.404100418,21,5
927,BigBasket,Festival Discount Drive,Awareness,Google,Carousel,02-09-2024,46523,5316,46,71.57,Desktop,USA,New Users,0.01,1.54,0.114266062,0.008653123,42.62005933,0.865312265,113.106383,8.29,74.27693168,1.522765957,36,9
928,Spotify,Brand Awareness Push,Remarketing,Instagram,Text,18-12-2024,69559,8860,291,202.61,Desktop,Canada,New Users,0.02,2.91,0.127373884,0.032844244,30.42477937,3.284424379,30.34246575,8.65,43.72933221,0.693869863,51,12
929,Meesho App,End of Season Sale,Remarketing,YouTube,Text,20-03-2024,94706,6872,1783,443.23,Tablet,India,Cold Audience,0.06,4.68,0.072561401,0.259458673,13.42318586,25.94586729,3.852017937,8.08,15.50436568,0.248447309,12,3
930,Paytm,End of Season Sale,Traffic,Google,Carousel,09-03-2024,94517,1410,1742,855.58,Tablet,Germany,Lookalike Audience,0.61,9.05,0.014917951,1.235460993,1.62128599,123.5460993,0.808950086,3.39,1.648004862,0.490866322,10,3
931,PhonePe,Summer Clearance,Leads,Instagram,Carousel,26-10-2024,96926,159,931,160.63,Mobile,Australia,New Users,1.01,1.66,0.001640427,5.855345912,0.980150413,585.5345912,0.170600858,1.23,0.989852456,0.172349785,43,10
932,Amazon,Festival Discount Drive,App Installs,Google,Text,28-04-2024,86490,274,965,14.99,Desktop,Germany,New Users,0.05,0.17,0.003167996,3.52189781,15.45403271,352.189781,0.283643892,1.67,18.27885257,0.015517598,17,4
933,Walmart,Lead Generation Boost,Sales,Instagram,Image,07-11-2024,86633,1514,1037,887.42,Mobile,Canada,New Users,0.59,10.24,0.01747602,0.684940555,1.677450807,68.49405548,1.458574181,1.61,1.706069279,0.854932563,45,11
934,Target,New Product Launch,Engagement,Facebook,Story,05-10-2024,78425,3442,470,139.49,Desktop,USA,New Users,0.04,1.78,0.043889066,0.136548518,19.79184636,13.65485183,7.307855626,7.86,24.67560399,0.296157113,40,10
935,eBay,Back to School Promo,Traffic,Google,Story,09-08-2024,61372,9624,1048,78.06,Mobile,UK,High Intent,0.01,1.27,0.156814182,0.108894431,55.2151463,10.88944306,9.174451859,3.45,123.2897771,0.074413727,32,8
936,AliExpress,Lead Generation Boost,Conversions,Pinterest,Carousel,11-11-2024,53081,535,681,660.76,Tablet,Germany,High Intent,1.24,12.45,0.010078936,1.272897196,0.803170647,127.2897196,0.784457478,7.87,0.809673709,0.968856305,46,11
937,Alibaba,New Product Launch,Brand Building,Pinterest,Video,22-08-2024,31791,585,989,287.69,Mobile,Australia,New Users,0.49,9.05,0.018401434,1.690598291,1.992914083,169.0598291,0.590909091,5.01,2.033438771,0.29059596,34,8
938,Etsy,Back to School Promo,Conversions,Pinterest,Video,03-05-2024,13471,8032,862,43.63,Tablet,India,Lookalike Audience,0.01,3.24,0.596243783,0.107320717,64.80032271,10.73207171,9.307068366,1.49,184.0935136,0.050556199,18,5
939,Shopee,Spring Collection Launch,Awareness,Google,Image,02-07-2024,89530,6036,371,379.98,Tablet,Australia,Returning Users,0.06,4.24,0.067418742,0.061464546,13.70758959,6.146454606,16.22580645,2.54,15.88504658,1.021451613,27,7
940,Rakuten,App Install Drive,Sales,Facebook,Carousel,07-11-2024,84616,1949,130,770.23,Desktop,Canada,Lookalike Audience,0.4,9.1,0.023033469,0.066700872,2.467963329,6.670087224,14.8778626,5.67,2.530412994,5.879618321,45,11
941,Flipkart,Festival Discount Drive,Traffic,Instagram,Video,04-10-2024,64772,6475,1604,219.58,Tablet,India,Lookalike Audience,0.03,3.39,0.099966035,0.247722008,22.77283438,24.77220077,4.034267913,3.48,29.48811367,0.136809969,40,10
942,Myntra,New Product Launch,Remarketing,Google,Video,02-07-2024,3433,6757,1003,88.55,Mobile,USA,High Intent,0.01,25.79,1.968249345,0.148438656,43.28080963,14.84386562,6.730079681,6.45,76.30717109,0.088197211,27,7
943,Ajio,Back to School Promo,Leads,LinkedIn,Story,25-03-2024,40347,5522,873,629.78,Mobile,USA,New Users,0.11,15.61,0.136862716,0.158094893,8.061313869,15.80948932,6.318077803,8.93,8.768141256,0.720572082,13,3
944,Meesho,Winter Deals,Engagement,Google,Image,15-12-2024,98323,2452,893,415.62,Tablet,Australia,Lookalike Audience,0.17,4.23,0.024938214,0.364192496,5.570954696,36.41924959,2.742729306,4.88,5.899619845,0.464899329,50,12
945,Nykaa,Lead Generation Boost,Awareness,Facebook,Text,27-05-2024,67715,3741,142,599.68,Mobile,USA,Lookalike Audience,0.16,8.86,0.055246253,0.037957765,5.872011804,3.79577653,26.16083916,3.13,6.238327108,4.193566434,22,5
946,Tata Cliq,Cyber Monday Deals,Traffic,Google,Video,15-11-2024,85802,9740,364,500.13,Tablet,Germany,Returning Users,0.05,5.83,0.113517167,0.037371663,16.3004368,3.737166324,26.68493151,6.27,19.47493652,1.370219178,46,11
947,H&M,Winter Deals,Traffic,Instagram,Story,27-05-2024,97700,7049,942,354.57,Mobile,UK,High Intent,0.05,3.63,0.072149437,0.133635977,16.58354115,13.36359767,7.475079533,1.22,19.88041854,0.376002121,22,5
948,Zara,Holiday Sale Blast,Traffic,Pinterest,Video,04-01-2024,63711,6239,1921,318.55,Desktop,India,High Intent,0.05,5,0.097926575,0.307901907,16.37790728,30.79019074,3.246097815,6.75,19.58562235,0.165738814,1,1
949,Marks & Spencer,Lead Generation Boost,Awareness,LinkedIn,Carousel,06-11-2024,23175,1899,1068,378.79,Tablet,Canada,High Intent,0.2,16.34,0.081941748,0.562401264,4.773995676,56.24012638,1.776426567,4.95,5.013331925,0.354340505,45,11
950,Uniqlo,Holiday Sale Blast,App Installs,LinkedIn,Story,18-07-2024,85176,6616,868,773.96,Mobile,Germany,Cold Audience,0.12,9.09,0.077674462,0.131197098,7.875065467,13.11970979,7.613348677,6.56,8.548245387,0.890632911,29,7
951,Gap,Winter Deals,Leads,Pinterest,Text,11-10-2024,58388,1546,49,569.83,Tablet,USA,High Intent,0.37,9.76,0.026478043,0.031694696,2.641425618,3.169469599,30.92,7.95,2.713089869,11.3966,41,10
952,Adidas,Festival Discount Drive,Traffic,Facebook,Image,20-01-2024,58753,5297,1137,687.26,Mobile,UK,High Intent,0.13,11.7,0.090157098,0.214649802,7.155883982,21.46498018,4.654657293,1.62,7.707417862,0.603919156,3,1
953,Nike,Lead Generation Boost,Sales,Instagram,Carousel,30-08-2024,30394,9941,1951,487.46,Desktop,Canada,High Intent,0.05,16.04,0.327071132,0.196257922,16.93901545,19.62579217,5.09272541,4.33,20.39346818,0.249723361,35,8
954,Puma,Flash Sale Weekend,Traffic,LinkedIn,Text,01-09-2024,22576,6885,794,940.42,Mobile,Germany,New Users,0.14,41.66,0.30496988,0.115323166,6.821762264,11.53231663,8.660377358,7.64,7.321196912,1.182918239,35,9
955,Levis,Festival Discount Drive,Brand Building,Facebook,Carousel,21-04-2024,29165,4092,1975,989.09,Mobile,India,Lookalike Audience,0.24,33.91,0.14030516,0.482649071,3.972776963,48.26490714,2.070850202,2.49,4.137136155,0.500551619,16,4
956,Sephora,App Install Drive,Conversions,Instagram,Story,25-12-2024,20605,1428,893,121.67,Mobile,Canada,High Intent,0.09,5.9,0.069303567,0.62535014,10.50386171,62.53501401,1.597315436,2.97,11.73666475,0.136096197,52,12
957,Loreal,Holiday Sale Blast,Conversions,Pinterest,Video,21-09-2024,92912,7242,1280,277.71,Tablet,Canada,New Users,0.04,2.99,0.077944722,0.176746755,20.68374604,17.6746755,5.653395785,3.35,26.07756293,0.216791569,38,9
958,Maybelline,Flash Sale Weekend,Remarketing,Pinterest,Story,07-09-2024,57229,4955,1954,759.4,Tablet,Canada,Returning Users,0.15,13.27,0.086581978,0.394349142,6.125224056,39.43491423,2.534526854,9.27,6.52488807,0.388439898,36,9
959,MAC Cosmetics,Summer Clearance,Leads,Facebook,Story,03-03-2024,87795,1609,211,924.48,Tablet,India,High Intent,0.57,10.53,0.018326784,0.131137352,1.71066481,13.11373524,7.589622642,6.94,1.740437868,4.360754717,9,3
960,The Body Shop,Winter Deals,Engagement,Facebook,Story,10-09-2024,92748,3480,1330,728.64,Desktop,Canada,New Users,0.21,7.86,0.037521025,0.382183908,4.558314995,38.2183908,2.614575507,9.19,4.77602108,0.547438017,37,9
961,Apple,End of Season Sale,Conversions,Instagram,Carousel,04-01-2024,81157,334,1005,455.04,Desktop,India,Lookalike Audience,1.36,5.61,0.00411548,3.008982036,0.728653083,300.8982036,0.332007952,8.95,0.734001406,0.452326044,1,1
962,Samsung,New Product Launch,Leads,YouTube,Video,31-05-2024,21038,9390,175,685.48,Tablet,Canada,High Intent,0.07,32.58,0.446335203,0.018636848,12.04803818,1.863684771,53.35227273,1.46,13.6984303,3.894772727,22,5
963,Dell,New Product Launch,Awareness,Facebook,Story,12-04-2024,10062,8698,783,459.27,Mobile,Australia,Lookalike Audience,0.05,45.64,0.864440469,0.090020694,15.92311213,9.002069441,11.09438776,2.46,18.93875063,0.585803571,15,4
964,HP,App Install Drive,App Installs,Facebook,Text,12-05-2024,32077,9085,727,743.75,Mobile,USA,Returning Users,0.08,23.19,0.28322474,0.080022014,10.88545411,8.002201431,12.4793956,9.86,12.21512605,1.021634615,19,5
965,Sony,Flash Sale Weekend,Awareness,Google,Text,07-03-2024,16831,9376,677,427.87,Tablet,Canada,Lookalike Audience,0.05,25.42,0.557067316,0.072205631,17.97442632,7.22056314,13.82890855,6.96,21.91319793,0.631076696,10,3
966,Lenovo,Spring Collection Launch,Remarketing,Facebook,Image,08-02-2024,89041,9911,1992,84.67,Tablet,UK,Cold Audience,0.01,0.95,0.111308274,0.2009888,53.92861029,20.09888003,4.972905168,6.17,117.0544467,0.042483693,6,2
967,Xiaomi,Brand Awareness Push,Traffic,YouTube,Video,24-08-2024,88415,3271,1455,21.53,Mobile,Germany,New Users,0.01,0.24,0.036995985,0.444818098,60.3060472,44.48180984,2.246565934,8.88,151.927543,0.014787088,34,8
968,Vivo,Holiday Sale Blast,Engagement,Facebook,Image,15-10-2024,46124,91,867,992,Tablet,USA,Lookalike Audience,10.9,21.51,0.001972943,9.527472527,0.091649797,952.7472527,0.10483871,4.92,0.091733871,1.142857143,42,10
969,OnePlus,Festival Discount Drive,Engagement,Pinterest,Video,17-10-2024,75542,526,1348,745.33,Desktop,UK,Cold Audience,1.42,9.87,0.006963014,2.562737643,0.700782051,256.2737643,0.389918458,7.84,0.705727664,0.55250556,42,10
970,Realme,End of Season Sale,Sales,Google,Carousel,07-12-2024,11806,6369,1787,131.8,Mobile,Canada,New Users,0.02,11.16,0.539471455,0.280577799,32.57967159,28.05777987,3.562080537,9.44,48.323217,0.073713647,49,12
971,Swiggy,Lead Generation Boost,Conversions,Pinterest,Carousel,01-08-2024,8971,6347,146,22.49,Mobile,Australia,Lookalike Audience,0,2.51,0.707501951,0.023002994,73.83666822,2.300299354,43.17687075,5.88,282.2143175,0.152993197,31,8
972,Zomato,Flash Sale Weekend,Awareness,YouTube,Text,12-03-2024,67852,1707,1123,374.14,Desktop,Germany,High Intent,0.22,5.51,0.025157696,0.65787932,4.363385394,65.78793204,1.518683274,9.36,4.562463249,0.332864769,11,3
973,Uber,End of Season Sale,App Installs,YouTube,Text,17-11-2024,77229,1354,834,405.48,Tablet,Australia,Cold Audience,0.3,5.25,0.017532274,0.615952733,3.231349339,61.59527326,1.621556886,4,3.339252244,0.48560479,46,11
974,Ola,App Install Drive,Traffic,Google,Video,28-07-2024,60340,7226,748,739.07,Tablet,USA,Cold Audience,0.1,12.25,0.119754723,0.103515084,8.906363625,10.35150844,9.64753004,3.02,9.777152367,0.986742323,30,7
975,Blinkit,Lead Generation Boost,Sales,Pinterest,Image,11-09-2024,36979,4309,88,354,Mobile,USA,Cold Audience,0.08,9.57,0.116525596,0.020422372,10.85144426,2.042237178,48.41573034,8.65,12.17231638,3.97752809,37,9
976,BigBasket,Brand Awareness Push,Awareness,Instagram,Image,27-06-2024,36625,6997,1626,534.04,Desktop,USA,Returning Users,0.08,14.58,0.191044369,0.232385308,11.58424529,23.2385308,4.300553165,5.66,13.10201483,0.328236017,26,6
977,Spotify,Festival Discount Drive,Traffic,LinkedIn,Text,12-12-2024,55968,7113,235,808.89,Mobile,Germany,Returning Users,0.11,14.45,0.12709048,0.033038099,8.082770846,3.303809925,30.13983051,8.37,8.793531877,3.4275,50,12
978,Meesho App,Summer Clearance,Engagement,YouTube,Image,18-07-2024,67840,2144,1072,770.68,Tablet,Germany,Cold Audience,0.36,11.36,0.031603774,0.5,2.706660607,50,1.998136067,2.51,2.78195879,0.718247903,29,7
979,Paytm,Back to School Promo,Leads,Pinterest,Text,07-08-2024,3795,2110,1563,487.27,Desktop,USA,High Intent,0.23,128.4,0.55599473,0.740758294,4.15052029,74.07582938,1.349104859,2.6,4.330248117,0.311553708,32,8
980,PhonePe,Brand Awareness Push,Awareness,Pinterest,Text,10-08-2024,98673,9732,100,174.27,Mobile,USA,High Intent,0.02,1.77,0.098628804,0.01027538,35.83342538,1.027538019,96.35643564,6.09,55.84437941,1.725445545,32,8
981,Amazon,New Product Launch,Leads,Instagram,Story,08-07-2024,61197,3289,884,466.49,Tablet,USA,Cold Audience,0.14,7.62,0.053744465,0.268774704,6.586166847,26.87747036,3.716384181,4.76,7.050526271,0.527107345,28,7
982,Walmart,Spring Collection Launch,Engagement,LinkedIn,Text,23-11-2024,86812,1304,487,495.19,Mobile,USA,High Intent,0.38,5.7,0.015020965,0.373466258,2.565767467,37.34662577,2.672131148,1.12,2.63333266,1.014733607,47,11
983,Target,New Product Launch,Engagement,Instagram,Story,08-07-2024,93555,2327,1231,876.43,Desktop,UK,Returning Users,0.38,9.37,0.024873069,0.529007306,2.586417695,52.90073055,1.888798701,1.68,2.655089397,0.711387987,28,7
984,eBay,Summer Clearance,Conversions,Pinterest,Story,07-06-2024,98043,1890,966,410.38,Desktop,India,Cold Audience,0.22,4.19,0.019277256,0.511111111,4.402720835,51.11111111,1.954498449,3.73,4.605487597,0.424384695,23,6
985,AliExpress,Cyber Monday Deals,Awareness,LinkedIn,Text,20-07-2024,20622,7021,564,779.58,Tablet,UK,Returning Users,0.11,37.8,0.340461643,0.080330437,8.26204121,8.033043726,12.42654867,8.21,9.006131507,1.379787611,29,7
986,Alibaba,App Install Drive,Sales,Facebook,Video,08-08-2024,92091,172,1651,842.53,Tablet,Australia,New Users,4.9,9.15,0.001867718,9.598837209,0.203731122,959.8837209,0.104116223,5.74,0.204147033,0.510006053,32,8
987,Etsy,App Install Drive,Conversions,Facebook,Text,06-12-2024,99954,2072,1260,701.71,Desktop,India,High Intent,0.34,7.02,0.020729536,0.608108108,2.868097947,60.81081081,1.643140365,6.99,2.952786764,0.556471055,49,12
988,Shopee,End of Season Sale,Remarketing,Instagram,Story,14-08-2024,4874,2080,1862,913.1,Mobile,USA,High Intent,0.44,187.34,0.426754206,0.895192308,2.227219188,89.51923077,1.116478798,8.99,2.277954222,0.490123457,33,8
989,Rakuten,Winter Deals,Engagement,Instagram,Text,14-02-2024,16955,2109,1273,880.51,Mobile,India,Lookalike Audience,0.42,51.93,0.124388086,0.603603604,2.3391748,60.36036036,1.655416013,1.16,2.39520278,0.691138148,7,2
990,Flipkart,Spring Collection Launch,Leads,LinkedIn,Carousel,19-04-2024,14877,5798,1583,555.17,Mobile,Germany,Cold Audience,0.1,37.32,0.389729112,0.273025181,9.456087417,27.30251811,3.660353535,5.72,10.44364789,0.350486111,16,4
991,Myntra,Festival Discount Drive,Engagement,Pinterest,Video,20-03-2024,88596,8220,1569,989.3,Tablet,India,Returning Users,0.12,11.17,0.092780712,0.190875912,7.671488567,19.08759124,5.23566879,7.54,8.308905287,0.630127389,12,3
992,Ajio,Summer Clearance,Awareness,Facebook,Image,15-12-2024,92975,8539,716,505.03,Desktop,USA,Cold Audience,0.06,5.43,0.091841893,0.083850568,14.46258596,8.385056798,11.90934449,1.01,16.90790646,0.704365411,50,12
993,Meesho,Brand Awareness Push,Sales,YouTube,Image,24-02-2024,62768,2950,873,775.55,Tablet,UK,Cold Audience,0.26,12.36,0.046998471,0.295932203,3.664368673,29.59322034,3.375286041,7.28,3.803752176,0.887356979,8,2
994,Nykaa,Spring Collection Launch,Leads,LinkedIn,Carousel,07-08-2024,3604,8880,1254,630.44,Desktop,UK,High Intent,0.07,174.93,2.463928968,0.141216216,12.34636561,14.12162162,7.075697211,7.26,14.08540067,0.502342629,32,8
995,Tata Cliq,Holiday Sale Blast,Awareness,Facebook,Text,27-05-2024,7325,769,88,107.4,Mobile,Germany,Cold Audience,0.14,14.66,0.104982935,0.11443433,6.681727344,11.44343303,8.640449438,2.38,7.160148976,1.206741573,22,5
996,H&M,Lead Generation Boost,Traffic,LinkedIn,Video,11-08-2024,30617,3375,1446,658.65,Mobile,Australia,High Intent,0.2,21.51,0.110232877,0.428444444,4.874350087,42.84444444,2.332411887,6.9,5.124117513,0.455183138,32,8
997,Zara,New Product Launch,Sales,Instagram,Story,22-06-2024,57365,2592,835,441.28,Desktop,UK,Cold Audience,0.17,7.69,0.045184346,0.322145062,5.547945205,32.21450617,3.100478469,7.77,5.87382161,0.52784689,25,6
